Date,CD_ACAO,Close,Close,Close
,,ABEV3.SA,ASAI3.SA,AXIA3.SA
2025-11-28,ASAI3.SA,,9.325023651123047,
2025-12-01,ASAI3.SA,,9.127669334411621,
2025-12-02,ASAI3.SA,,9.246082305908203,
2025-12-03,ASAI3.SA,,9.009256362915039,
2025-12-04,ASAI3.SA,,9.364495277404785,
2025-12-05,ASAI3.SA,,8.45666217803955,
2025-12-08,ASAI3.SA,,8.081686973571777,
2025-12-09,ASAI3.SA,,8.032349586486816,
2025-12-10,ASAI3.SA,,7.904068470001221,
2025-12-11,ASAI3.SA,,7.7659196853637695,
2025-12-12,ASAI3.SA,,8.09155559539795,
2025-12-15,ASAI3.SA,,7.884332180023193,
2025-12-16,ASAI3.SA,,7.578432083129883,
2025-12-17,ASAI3.SA,,7.292267322540283,
2025-12-18,ASAI3.SA,,7.104780197143555,
2025-12-19,ASAI3.SA,,7.134383678436279,
2025-12-22,ASAI3.SA,,7.006102561950684,
2025-12-23,ASAI3.SA,,7.124515533447266,
2025-12-26,ASAI3.SA,,7.163987159729004,
2025-12-29,ASAI3.SA,,7.144250869750977,
